timestamp,student_id,name,department,grade,double_major_minor_second_speciality,first_choice,second_choice,weight,result
2025-01-22 00:32:07.635499,698,student_698,其他,大二 (sophomore),輔系:資工系 (minor in CS),高教授班,高教授班,40.0109152044924
2025-01-22 00:30:25.635499,596,student_596,電資學院學士班 (U-EECS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.01126839266512
2025-01-22 00:26:21.635499,352,student_352,電機系 (EE),大四 (senior),無,李教授班,李教授班,40.0147016967928
2025-01-22 00:27:51.635499,442,student_442,電資學院學士班 (U-EECS),大一 (freshman),輔系:資工系 (minor in CS),李教授班,李教授班,40.01521879851881
2025-01-22 00:34:41.635499,852,student_852,其他,其他,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.022164503696956
2025-01-22 00:31:13.635499,644,student_644,電資學院學士班 (U-EECS),其他,無,高教授班,高教授班,40.026218826150185
2025-01-22 00:29:23.635499,534,student_534,電資學院學士班 (U-EECS),大三 (junior),無,李教授班,無,40.026883932578656
2025-01-22 00:29:06.635499,517,student_517,電資學院學士班 (U-EECS),大三 (junior),輔系:資工系 (minor in CS),高教授班,李教授班,40.03247452465207
2025-01-22 00:32:44.635499,735,student_735,其他,大三 (junior),輔系:資工系 (minor in CS),高教授班,無,40.03415850214425
2025-01-22 00:32:42.635499,733,student_733,其他,大三 (junior),輔系:資工系 (minor in CS),高教授班,李教授班,40.03583359111407
2025-01-22 00:33:59.635499,810,student_810,其他,大五、大六、或大七,輔系:資工系 (minor in CS),無,無,40.037276541855
2025-01-22 00:29:47.635499,558,student_558,電資學院學士班 (U-EECS),大四 (senior),輔系:資工系 (minor in CS),無,無,40.04035810176203
2025-01-22 00:30:26.635499,597,student_597,電資學院學士班 (U-EECS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.048219038702946
2025-01-22 00:30:36.635499,607,student_607,電資學院學士班 (U-EECS),大五、大六、或大七,無,高教授班,李教授班,40.052397335927715
2025-01-22 00:33:33.635499,784,student_784,其他,大四 (senior),無,李教授班,李教授班,40.054306762577006
2025-01-22 00:28:03.635499,454,student_454,電資學院學士班 (U-EECS),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.056200796272655
2025-01-22 00:27:58.635499,449,student_449,電資學院學士班 (U-EECS),大一 (freshman),輔系:資工系 (minor in CS),無,高教授班,40.057255792924124
2025-01-22 00:26:42.635499,373,student_373,電機系 (EE),大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,李教授班,40.059227915072434
2025-01-22 00:34:06.635499,817,student_817,其他,大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.06017306823384
2025-01-22 00:26:12.635499,343,student_343,電機系 (EE),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.06247726591646
2025-01-22 00:31:50.635499,681,student_681,其他,大一 (freshman),無,高教授班,無,40.06510828076067
2025-01-22 00:32:49.635499,740,student_740,其他,大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.066542222077146
2025-01-22 00:30:39.635499,610,student_610,電資學院學士班 (U-EECS),大五、大六、或大七,無,無,李教授班,40.07278371671292
2025-01-22 00:30:55.635499,626,student_626,電資學院學士班 (U-EECS),其他,輔系:資工系 (minor in CS),高教授班,高教授班,40.07419286222999
2025-01-22 00:30:15.635499,586,student_586,電資學院學士班 (U-EECS),大五、大六、或大七,輔系:資工系 (minor in CS),李教授班,李教授班,40.07425047527212
2025-01-22 00:34:02.635499,813,student_813,其他,大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.07842394011088
2025-01-22 00:32:18.635499,709,student_709,其他,大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.07920845022136
2025-01-22 00:25:50.635499,321,student_321,電機系 (EE),大三 (junior),無,高教授班,無,40.08333355828032
2025-01-22 00:27:27.635499,418,student_418,電機系 (EE),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.08563761095811
2025-01-22 00:34:33.635499,844,student_844,其他,其他,輔系:資工系 (minor in CS),無,李教授班,40.08623797743871
2025-01-22 00:26:47.635499,378,student_378,電機系 (EE),大五、大六、或大七,輔系:資工系 (minor in CS),無,無,40.089603020992335
2025-01-22 00:24:31.635499,242,student_242,電機系 (EE),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.09444857209039
2025-01-22 00:31:37.635499,668,student_668,其他,大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.096947002002956
2025-01-22 00:31:31.635499,662,student_662,其他,大一 (freshman),輔系:資工系 (minor in CS),高教授班,高教授班,40.099446922286674
2025-01-22 00:33:35.635499,786,student_786,其他,大四 (senior),無,李教授班,無,40.10092328974883
2025-01-22 00:29:09.635499,520,student_520,電資學院學士班 (U-EECS),大三 (junior),輔系:資工系 (minor in CS),無,李教授班,40.10212080560507
2025-01-22 00:31:45.635499,676,student_676,其他,大一 (freshman),無,李教授班,李教授班,40.103254698155396
2025-01-22 00:29:18.635499,529,student_529,電資學院學士班 (U-EECS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.10375480372807
2025-01-22 00:32:24.635499,715,student_715,其他,大二 (sophomore),無,高教授班,李教授班,40.107322385612804
2025-01-22 00:31:42.635499,673,student_673,其他,大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.107644489881295
2025-01-22 00:27:34.635499,425,student_425,電機系 (EE),其他,無,李教授班,高教授班,40.1082038723515
2025-01-22 00:26:48.635499,379,student_379,電機系 (EE),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.10881236859609
2025-01-22 00:25:13.635499,284,student_284,電機系 (EE),大二 (sophomore),無,高教授班,高教授班,40.10947514477472
2025-01-22 00:27:24.635499,415,student_415,電機系 (EE),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.109913044982115
2025-01-22 00:31:09.635499,640,student_640,電資學院學士班 (U-EECS),其他,無,李教授班,李教授班,40.110766164915745
2025-01-22 00:24:30.635499,241,student_241,電機系 (EE),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.11176952568854
2025-01-22 00:25:52.635499,323,student_323,電機系 (EE),大三 (junior),無,無,高教授班,40.11283458875291
2025-01-22 00:32:40.635499,731,student_731,其他,大三 (junior),輔系:資工系 (minor in CS),李教授班,高教授班,40.11589016474241
2025-01-22 00:25:29.635499,300,student_300,電機系 (EE),大三 (junior),輔系:資工系 (minor in CS),李教授班,無,40.11986800912585
2025-01-22 00:26:25.635499,356,student_356,電機系 (EE),大四 (senior),無,高教授班,高教授班,40.12152606410967
2025-01-22 00:32:11.635499,702,student_702,其他,大二 (sophomore),輔系:資工系 (minor in CS),無,無,40.1230221589562
2025-01-22 00:33:40.635499,791,student_791,其他,大四 (senior),無,無,高教授班,40.128640781008684
2025-01-22 00:28:40.635499,491,student_491,電資學院學士班 (U-EECS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.12983342730211
2025-01-22 00:27:35.635499,426,student_426,電機系 (EE),其他,無,李教授班,無,40.13347859724786
2025-01-22 00:31:49.635499,680,student_680,其他,大一 (freshman),無,高教授班,高教授班,40.141100642104135
2025-01-22 00:33:01.635499,752,student_752,其他,大三 (junior),無,高教授班,高教授班,40.14481056972482
2025-01-22 00:28:04.635499,455,student_455,電資學院學士班 (U-EECS),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.14592715014953
2025-01-22 00:31:46.635499,677,student_677,其他,大一 (freshman),無,李教授班,高教授班,40.14687006175334
2025-01-22 00:25:30.635499,301,student_301,電機系 (EE),大三 (junior),輔系:資工系 (minor in CS),高教授班,李教授班,40.14854864952437
2025-01-22 00:24:53.635499,264,student_264,電機系 (EE),大二 (sophomore),輔系:資工系 (minor in CS),李教授班,無,40.159590684319554
2025-01-22 00:32:59.635499,750,student_750,其他,大三 (junior),無,李教授班,無,40.16138411754021
2025-01-22 00:34:30.635499,841,student_841,其他,其他,輔系:資工系 (minor in CS),高教授班,李教授班,40.162888734872574
2025-01-22 00:29:22.635499,533,student_533,電資學院學士班 (U-EECS),大三 (junior),無,李教授班,高教授班,40.16500296410163
2025-01-22 00:27:01.635499,392,student_392,電機系 (EE),大五、大六、或大七,無,高教授班,高教授班,40.16683608093597
2025-01-22 00:28:36.635499,487,student_487,電資學院學士班 (U-EECS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.17109999036695
2025-01-22 00:27:33.635499,424,student_424,電機系 (EE),其他,無,李教授班,李教授班,40.171954346919556
2025-01-22 00:27:52.635499,443,student_443,電資學院學士班 (U-EECS),大一 (freshman),輔系:資工系 (minor in CS),李教授班,高教授班,40.172934091309834
2025-01-22 00:28:39.635499,490,student_490,電資學院學士班 (U-EECS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.17432525195943
2025-01-22 00:31:07.635499,638,student_638,電資學院學士班 (U-EECS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.175301170516335
2025-01-22 00:30:04.635499,575,student_575,電資學院學士班 (U-EECS),大四 (senior),無,無,高教授班,40.1769956070282
2025-01-22 00:33:22.635499,773,student_773,其他,大四 (senior),輔系:資工系 (minor in CS),無,高教授班,40.180084574276286
2025-01-22 00:24:34.635499,245,student_245,電機系 (EE),大一 (freshman),無,李教授班,高教授班,40.18084241744594
2025-01-22 00:27:15.635499,406,student_406,電機系 (EE),其他,輔系:資工系 (minor in CS),李教授班,李教授班,40.18210117379193
2025-01-22 00:33:17.635499,768,student_768,其他,大四 (senior),輔系:資工系 (minor in CS),李教授班,無,40.1823259853823
2025-01-22 00:34:31.635499,842,student_842,其他,其他,輔系:資工系 (minor in CS),高教授班,高教授班,40.18455902546388
2025-01-22 00:24:17.635499,228,student_228,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),李教授班,無,40.18787185976147
2025-01-22 00:34:10.635499,821,student_821,其他,大五、大六、或大七,無,李教授班,高教授班,40.190563621913945
2025-01-22 00:25:36.635499,307,student_307,電機系 (EE),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.20301352819351
2025-01-22 00:30:31.635499,602,student_602,電資學院學士班 (U-EECS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.20620129930125
2025-01-22 00:29:24.635499,535,student_535,電資學院學士班 (U-EECS),大三 (junior),無,高教授班,李教授班,40.21143029472046
2025-01-22 00:25:17.635499,288,student_288,電機系 (EE),大二 (sophomore),無,無,無,40.21685730709345
2025-01-22 00:32:48.635499,739,student_739,其他,大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.22144602734457
2025-01-22 00:32:52.635499,743,student_743,其他,大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.225181237359955
2025-01-22 00:28:42.635499,493,student_493,電資學院學士班 (U-EECS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.226926481150834
2025-01-22 00:34:17.635499,828,student_828,其他,大五、大六、或大七,無,無,無,40.229175637558406
2025-01-22 00:28:46.635499,497,student_497,電資學院學士班 (U-EECS),大二 (sophomore),無,李教授班,高教授班,40.229291291360845
2025-01-22 00:31:52.635499,683,student_683,其他,大一 (freshman),無,無,高教授班,40.230239891713154
2025-01-22 00:31:47.635499,678,student_678,其他,大一 (freshman),無,李教授班,無,40.23056489026087
2025-01-22 00:29:07.635499,518,student_518,電資學院學士班 (U-EECS),大三 (junior),輔系:資工系 (minor in CS),高教授班,高教授班,40.23231544054897
2025-01-22 00:26:55.635499,386,student_386,電機系 (EE),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.23322800513093
2025-01-22 00:31:04.635499,635,student_635,電資學院學士班 (U-EECS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.23350274460929
2025-01-22 00:30:18.635499,589,student_589,電資學院學士班 (U-EECS),大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,李教授班,40.233594222400214
2025-01-22 00:32:39.635499,730,student_730,其他,大三 (junior),輔系:資工系 (minor in CS),李教授班,李教授班,40.233950465013365
2025-01-22 00:32:13.635499,704,student_704,其他,大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.2360861125657
2025-01-22 00:27:25.635499,416,student_416,電機系 (EE),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.23952862180886
2025-01-22 00:32:09.635499,700,student_700,其他,大二 (sophomore),輔系:資工系 (minor in CS),無,李教授班,40.23990346275223
2025-01-22 00:30:20.635499,591,student_591,電資學院學士班 (U-EECS),大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,無,40.24038386550973
2025-01-22 00:26:45.635499,376,student_376,電機系 (EE),大五、大六、或大七,輔系:資工系 (minor in CS),無,李教授班,40.24182871608825
2025-01-22 00:28:16.635499,467,student_467,電資學院學士班 (U-EECS),大一 (freshman),無,無,高教授班,40.242672607353626
2025-01-22 00:25:39.635499,310,student_310,電機系 (EE),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.2433939883945
2025-01-22 00:29:49.635499,560,student_560,電資學院學士班 (U-EECS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.24543214879365
2025-01-22 00:32:05.635499,696,student_696,其他,大二 (sophomore),輔系:資工系 (minor in CS),李教授班,無,40.24817607195199
2025-01-22 00:32:10.635499,701,student_701,其他,大二 (sophomore),輔系:資工系 (minor in CS),無,高教授班,40.25187627920247
2025-01-22 00:29:40.635499,551,student_551,電資學院學士班 (U-EECS),大四 (senior),輔系:資工系 (minor in CS),李教授班,高教授班,40.252578826269925
2025-01-22 00:25:51.635499,322,student_322,電機系 (EE),大三 (junior),無,無,李教授班,40.254276979453756
2025-01-22 00:34:01.635499,812,student_812,其他,大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.25459240077184
2025-01-22 00:26:57.635499,388,student_388,電機系 (EE),大五、大六、或大七,無,李教授班,李教授班,40.2561955671289
2025-01-22 00:24:52.635499,263,student_263,電機系 (EE),大二 (sophomore),輔系:資工系 (minor in CS),李教授班,高教授班,40.26176108680537
2025-01-22 00:28:13.635499,464,student_464,電資學院學士班 (U-EECS),大一 (freshman),無,高教授班,高教授班,40.26287579888483
2025-01-22 00:34:40.635499,851,student_851,其他,其他,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.2643763548363
2025-01-22 00:27:26.635499,417,student_417,電機系 (EE),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.266466788749746
2025-01-22 00:32:57.635499,748,student_748,其他,大三 (junior),無,李教授班,李教授班,40.267263381876305
2025-01-22 00:31:35.635499,666,student_666,其他,大一 (freshman),輔系:資工系 (minor in CS),無,無,40.269712719606716
2025-01-22 00:26:40.635499,371,student_371,電機系 (EE),大五、大六、或大七,輔系:資工系 (minor in CS),李教授班,高教授班,40.273967946710435
2025-01-22 00:31:51.635499,682,student_682,其他,大一 (freshman),無,無,李教授班,40.27610512032642
2025-01-22 00:25:09.635499,280,student_280,電機系 (EE),大二 (sophomore),無,李教授班,李教授班,40.28046099604947
2025-01-22 00:34:15.635499,826,student_826,其他,大五、大六、或大七,無,無,李教授班,40.28231902027974
2025-01-22 00:34:36.635499,847,student_847,其他,其他,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.282760809022534
2025-01-22 00:33:55.635499,806,student_806,其他,大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,高教授班,40.284474207042834
2025-01-22 00:32:19.635499,710,student_710,其他,大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.285333859554235
2025-01-22 00:28:49.635499,500,student_500,電資學院學士班 (U-EECS),大二 (sophomore),無,高教授班,高教授班,40.28583974772892
2025-01-22 00:31:02.635499,633,student_633,電資學院學士班 (U-EECS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.286174832691806
2025-01-22 00:33:34.635499,785,student_785,其他,大四 (senior),無,李教授班,高教授班,40.28960668448599
2025-01-22 00:27:17.635499,408,student_408,電機系 (EE),其他,輔系:資工系 (minor in CS),李教授班,無,40.29024335536701
2025-01-22 00:32:29.635499,720,student_720,其他,大二 (sophomore),無,無,無,40.291893079831745
2025-01-22 00:25:48.635499,319,student_319,電機系 (EE),大三 (junior),無,高教授班,李教授班,40.29437866366069
2025-01-22 00:27:57.635499,448,student_448,電資學院學士班 (U-EECS),大一 (freshman),輔系:資工系 (minor in CS),無,李教授班,40.29780797006272
2025-01-22 00:33:53.635499,804,student_804,其他,大五、大六、或大七,輔系:資工系 (minor in CS),李教授班,無,40.298347976341276
2025-01-22 00:29:19.635499,530,student_530,電資學院學士班 (U-EECS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.298596206731425
2025-01-22 00:31:11.635499,642,student_642,電資學院學士班 (U-EECS),其他,無,李教授班,無,40.304836070622045
2025-01-22 00:25:40.635499,311,student_311,電機系 (EE),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.30915307036679
2025-01-22 00:31:06.635499,637,student_637,電資學院學士班 (U-EECS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.31013737156399
2025-01-22 00:25:03.635499,274,student_274,電機系 (EE),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.312384919252665
2025-01-22 00:26:16.635499,347,student_347,電機系 (EE),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.313956508255586
2025-01-22 00:31:33.635499,664,student_664,其他,大一 (freshman),輔系:資工系 (minor in CS),無,李教授班,40.31905727674342
2025-01-22 00:27:05.635499,396,student_396,電機系 (EE),大五、大六、或大七,無,無,無,40.32009616271924
2025-01-22 00:26:27.635499,358,student_358,電機系 (EE),大四 (senior),無,無,李教授班,40.32326128117891
2025-01-22 00:30:54.635499,625,student_625,電資學院學士班 (U-EECS),其他,輔系:資工系 (minor in CS),高教授班,李教授班,40.32558627152719
2025-01-22 00:30:23.635499,594,student_594,電資學院學士班 (U-EECS),大五、大六、或大七,輔系:資工系 (minor in CS),無,無,40.331244363258776
2025-01-22 00:25:14.635499,285,student_285,電機系 (EE),大二 (sophomore),無,高教授班,無,40.33174834839701
2025-01-22 00:29:26.635499,537,student_537,電資學院學士班 (U-EECS),大三 (junior),無,高教授班,無,40.33232304207943
2025-01-22 00:29:55.635499,566,student_566,電資學院學士班 (U-EECS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.33347705728406
2025-01-22 00:29:10.635499,521,student_521,電資學院學士班 (U-EECS),大三 (junior),輔系:資工系 (minor in CS),無,高教授班,40.33597044730132
2025-01-22 00:30:00.635499,571,student_571,電資學院學士班 (U-EECS),大四 (senior),無,高教授班,李教授班,40.33722328087615
2025-01-22 00:26:51.635499,382,student_382,電機系 (EE),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.33727747371984
2025-01-22 00:30:59.635499,630,student_630,電資學院學士班 (U-EECS),其他,輔系:資工系 (minor in CS),無,無,40.34006425152238
2025-01-22 00:24:27.635499,238,student_238,電機系 (EE),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.34092193844695
2025-01-22 00:32:45.635499,736,student_736,其他,大三 (junior),輔系:資工系 (minor in CS),無,李教授班,40.34279542359271
2025-01-22 00:26:39.635499,370,student_370,電機系 (EE),大五、大六、或大七,輔系:資工系 (minor in CS),李教授班,李教授班,40.34513127563345
2025-01-22 00:24:38.635499,249,student_249,電機系 (EE),大一 (freshman),無,高教授班,無,40.34519474465218
2025-01-22 00:33:24.635499,775,student_775,其他,大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.34521512608952
2025-01-22 00:27:30.635499,421,student_421,電機系 (EE),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.35158986829581
2025-01-22 00:29:04.635499,515,student_515,電資學院學士班 (U-EECS),大三 (junior),輔系:資工系 (minor in CS),李教授班,高教授班,40.35269016954253
2025-01-22 00:25:16.635499,287,student_287,電機系 (EE),大二 (sophomore),無,無,高教授班,40.3530427821379
2025-01-22 00:25:06.635499,277,student_277,電機系 (EE),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.35772237488403
2025-01-22 00:26:58.635499,389,student_389,電機系 (EE),大五、大六、或大七,無,李教授班,高教授班,40.35844180732783
2025-01-22 00:32:16.635499,707,student_707,其他,大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.35863409185737
2025-01-22 00:26:41.635499,372,student_372,電機系 (EE),大五、大六、或大七,輔系:資工系 (minor in CS),李教授班,無,40.35920717471969
2025-01-22 00:34:08.635499,819,student_819,其他,大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.359516912087706
2025-01-22 00:29:51.635499,562,student_562,電資學院學士班 (U-EECS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.36356262954775
2025-01-22 00:29:56.635499,567,student_567,電資學院學士班 (U-EECS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.36419817927726
2025-01-22 00:29:14.635499,525,student_525,電資學院學士班 (U-EECS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.36837739468306
2025-01-22 00:29:12.635499,523,student_523,電資學院學士班 (U-EECS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.369738632447536
2025-01-22 00:34:35.635499,846,student_846,其他,其他,輔系:資工系 (minor in CS),無,無,40.37322998046551
2025-01-22 00:34:09.635499,820,student_820,其他,大五、大六、或大七,無,李教授班,李教授班,40.37454568778566
2025-01-22 00:34:49.635499,860,student_860,其他,其他,無,高教授班,高教授班,40.3754867464
2025-01-22 00:25:11.635499,282,student_282,電機系 (EE),大二 (sophomore),無,李教授班,無,40.3772451119687
2025-01-22 00:24:20.635499,231,student_231,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),高教授班,無,40.384151525660634
2025-01-22 00:28:29.635499,480,student_480,電資學院學士班 (U-EECS),大二 (sophomore),輔系:資工系 (minor in CS),李教授班,無,40.385626507152004
2025-01-22 00:25:31.635499,302,student_302,電機系 (EE),大三 (junior),輔系:資工系 (minor in CS),高教授班,高教授班,40.387218222404655
2025-01-22 00:33:36.635499,787,student_787,其他,大四 (senior),無,高教授班,李教授班,40.39017091876181
2025-01-22 00:29:27.635499,538,student_538,電資學院學士班 (U-EECS),大三 (junior),無,無,李教授班,40.393103698751965
2025-01-22 00:32:28.635499,719,student_719,其他,大二 (sophomore),無,無,高教授班,40.39328874816053
2025-01-22 00:31:29.635499,660,student_660,其他,大一 (freshman),輔系:資工系 (minor in CS),李教授班,無,40.39343118700467
2025-01-22 00:24:16.635499,227,student_227,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),李教授班,高教授班,40.39410663803343
2025-01-22 00:28:37.635499,488,student_488,電資學院學士班 (U-EECS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.39696732726654
2025-01-22 00:31:10.635499,641,student_641,電資學院學士班 (U-EECS),其他,無,李教授班,高教授班,40.401612165671956
2025-01-22 00:26:17.635499,348,student_348,電機系 (EE),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.403528329589086
2025-01-22 00:25:45.635499,316,student_316,電機系 (EE),大三 (junior),無,李教授班,李教授班,40.404774808834404
2025-01-22 00:29:44.635499,555,student_555,電資學院學士班 (U-EECS),大四 (senior),輔系:資工系 (minor in CS),高教授班,無,40.404883247222145
2025-01-22 00:31:27.635499,658,student_658,其他,大一 (freshman),輔系:資工系 (minor in CS),李教授班,李教授班,40.40632319314384
2025-01-22 00:28:34.635499,485,student_485,電資學院學士班 (U-EECS),大二 (sophomore),輔系:資工系 (minor in CS),無,高教授班,40.41571048507603
2025-01-22 00:24:28.635499,239,student_239,電機系 (EE),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.41691426887985
2025-01-22 00:27:29.635499,420,student_420,電機系 (EE),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.417160753725305
2025-01-22 00:26:18.635499,349,student_349,電機系 (EE),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.417848647500385
2025-01-22 00:31:44.635499,675,student_675,其他,大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.42369488135484
2025-01-22 00:32:53.635499,744,student_744,其他,大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.423711875613336
2025-01-22 00:25:05.635499,276,student_276,電機系 (EE),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.42812373958098
2025-01-22 00:27:22.635499,413,student_413,電機系 (EE),其他,輔系:資工系 (minor in CS),無,高教授班,40.431990477157896
2025-01-22 00:33:04.635499,755,student_755,其他,大三 (junior),無,無,高教授班,40.432826756161425
2025-01-22 00:25:04.635499,275,student_275,電機系 (EE),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.43362364632905
2025-01-22 00:24:25.635499,236,student_236,電機系 (EE),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.43506068306743
2025-01-22 00:31:03.635499,634,student_634,電資學院學士班 (U-EECS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.440839316079874
2025-01-22 00:31:17.635499,648,student_648,電資學院學士班 (U-EECS),其他,無,無,無,40.44104848940471
2025-01-22 00:27:20.635499,411,student_411,電機系 (EE),其他,輔系:資工系 (minor in CS),高教授班,無,40.442786185024
2025-01-22 00:28:06.635499,457,student_457,電資學院學士班 (U-EECS),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.444262044794925
2025-01-22 00:28:48.635499,499,student_499,電資學院學士班 (U-EECS),大二 (sophomore),無,高教授班,李教授班,40.44642040766101
2025-01-22 00:33:02.635499,753,student_753,其他,大三 (junior),無,高教授班,無,40.44996532733124
2025-01-22 00:30:32.635499,603,student_603,電資學院學士班 (U-EECS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.45426751489203
2025-01-22 00:30:01.635499,572,student_572,電資學院學士班 (U-EECS),大四 (senior),無,高教授班,高教授班,40.4573778926427
2025-01-22 00:25:28.635499,299,student_299,電機系 (EE),大三 (junior),輔系:資工系 (minor in CS),李教授班,高教授班,40.460182051515446
2025-01-22 00:29:54.635499,565,student_565,電資學院學士班 (U-EECS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.46042116398573
2025-01-22 00:30:16.635499,587,student_587,電資學院學士班 (U-EECS),大五、大六、或大七,輔系:資工系 (minor in CS),李教授班,高教授班,40.46481741036717
